timestamp,plant_id,plant_type,cluster_id,CMF,power_curve_fraction,temperature,nwp_spread,capacity_mw,lat_sin,lat_cos,lon_sin,lon_cos,tilt_angle_deg,hub_height_m,hour_sin,hour_cos,doy_sin,doy_cos,season,actual_generation_mw,event_id,day_in_event,hour_in_event
2023-06-01 00:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,0.0,32.21840459565167,0.0,150.0,0.25038000405444144,0.9681476403781077,0.9751493543055633,0.22154849761946724,15.0,0.0,0.0,1.0,0.5012418134457758,-0.865307254363206,2,0.0,monsoon_onset,1,0
2023-06-01 01:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,0.0,32.969478287265005,0.0,150.0,0.25038000405444144,0.9681476403781077,0.9751493543055633,0.22154849761946724,15.0,0.0,0.25881904510252074,0.9659258262890683,0.5012418134457758,-0.865307254363206,2,0.0,monsoon_onset,1,1
2023-06-01 02:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,0.0,32.63207077533858,0.0,150.0,0.25038000405444144,0.9681476403781077,0.9751493543055633,0.22154849761946724,15.0,0.0,0.49999999999999994,0.8660254037844387,0.5012418134457758,-0.865307254363206,2,0.0,monsoon_onset,1,2
2023-06-01 03:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,0.0,33.04167353549662,0.0,150.0,0.25038000405444144,0.9681476403781077,0.9751493543055633,0.22154849761946724,15.0,0.0,0.7071067811865475,0.7071067811865476,0.5012418134457758,-0.865307254363206,2,0.0,monsoon_onset,1,3
2023-06-01 04:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,0.0,33.440642390716384,0.0,150.0,0.25038000405444144,0.9681476403781077,0.9751493543055633,0.22154849761946724,15.0,0.0,0.8660254037844386,0.5000000000000001,0.5012418134457758,-0.865307254363206,2,0.0,monsoon_onset,1,4
2023-06-01 05:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,0.0,32.513276629300265,0.0,150.0,0.25038000405444144,0.9681476403781077,0.9751493543055633,0.22154849761946724,15.0,0.0,0.9659258262890683,0.25881904510252074,0.5012418134457758,-0.865307254363206,2,0.0,monsoon_onset,1,5
2023-06-01 06:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.7719,0.0,32.997301311819236,11.399,150.0,0.25038000405444144,0.9681476403781077,0.9751493543055633,0.22154849761946724,15.0,0.0,1.0,6.123233995736766e-17,0.5012418134457758,-0.865307254363206,2,7.366,monsoon_onset,1,6
2023-06-01 07:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.7259,0.0,32.39044269434039,23.151,150.0,0.25038000405444144,0.9681476403781077,0.9751493543055633,0.22154849761946724,15.0,0.0,0.9659258262890683,-0.25881904510252063,0.5012418134457758,-0.865307254363206,2,24.095,monsoon_onset,1,7
2023-06-01 08:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.6832,0.0,32.41840526947318,47.214,150.0,0.25038000405444144,0.9681476403781077,0.9751493543055633,0.22154849761946724,15.0,0.0,0.8660254037844387,-0.49999999999999983,0.5012418134457758,-0.865307254363206,2,37.722,monsoon_onset,1,8
2023-06-01 09:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.7067,0.0,33.01636224577035,96.869,150.0,0.25038000405444144,0.9681476403781077,0.9751493543055633,0.22154849761946724,15.0,0.0,0.7071067811865476,-0.7071067811865475,0.5012418134457758,-0.865307254363206,2,52.284,monsoon_onset,1,9
