timestamp,plant_id,plant_type,cluster_id,CMF,power_curve_fraction,temperature,nwp_spread,capacity_mw,lat_sin,lat_cos,lon_sin,lon_cos,tilt_angle_deg,hub_height_m,hour_sin,hour_cos,doy_sin,doy_cos,season,actual_generation_mw,event_id,day_in_event,hour_in_event
2023-07-15 00:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,0.0,29.769678014604466,0.0,150.0,0.25038000405444144,0.9681476403781077,0.9751493543055633,0.22154849761946724,15.0,0.0,0.0,1.0,-0.23030567023061196,-0.973118337233262,2,0.0,sustained_low_irradiance,1,0
2023-07-15 01:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,0.0,25.820856368146853,0.0,150.0,0.25038000405444144,0.9681476403781077,0.9751493543055633,0.22154849761946724,15.0,0.0,0.25881904510252074,0.9659258262890683,-0.23030567023061196,-0.973118337233262,2,0.0,sustained_low_irradiance,1,1
2023-07-15 02:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,0.0,27.31498026387026,0.0,150.0,0.25038000405444144,0.9681476403781077,0.9751493543055633,0.22154849761946724,15.0,0.0,0.49999999999999994,0.8660254037844387,-0.23030567023061196,-0.973118337233262,2,0.0,sustained_low_irradiance,1,2
2023-07-15 03:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,0.0,26.308403143619017,0.0,150.0,0.25038000405444144,0.9681476403781077,0.9751493543055633,0.22154849761946724,15.0,0.0,0.7071067811865476,0.7071067811865476,-0.23030567023061196,-0.973118337233262,2,0.0,sustained_low_irradiance,1,3
2023-07-15 04:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,0.0,27.59914285288363,0.0,150.0,0.25038000405444144,0.9681476403781077,0.9751493543055633,0.22154849761946724,15.0,0.0,0.8660254037844386,0.5000000000000001,-0.23030567023061196,-0.973118337233262,2,0.0,sustained_low_irradiance,1,4
2023-07-15 05:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,0.0,27.612102936270816,0.0,150.0,0.25038000405444144,0.9681476403781077,0.9751493543055633,0.22154849761946724,15.0,0.0,0.9659258262890683,0.25881904510252074,-0.23030567023061196,-0.973118337233262,2,0.0,sustained_low_irradiance,1,5
2023-07-15 06:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0907,0.0,26.179937521419795,11.368,150.0,0.25038000405444144,0.9681476403781077,0.9751493543055633,0.22154849761946724,15.0,0.0,1.0,6.123233995736766e-17,-0.23030567023061196,-0.973118337233262,2,0.863,sustained_low_irradiance,1,6
2023-07-15 07:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.1524,0.0,27.390448361230902,67.104,150.0,0.25038000405444144,0.9681476403781077,0.9751493543055633,0.22154849761946724,15.0,0.0,0.9659258262890683,-0.25881904510252063,-0.23030567023061196,-0.973118337233262,2,5.116,sustained_low_irradiance,1,7
2023-07-15 08:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.1374,0.0,26.530037918030146,115.832,150.0,0.25038000405444144,0.9681476403781077,0.9751493543055633,0.22154849761946724,15.0,0.0,0.8660254037844387,-0.4999999999999998,-0.23030567023061196,-0.973118337233262,2,7.715,sustained_low_irradiance,1,8
2023-07-15 09:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0892,0.0,27.588577658884528,122.683,150.0,0.25038000405444144,0.9681476403781077,0.9751493543055633,0.22154849761946724,15.0,0.0,0.7071067811865476,-0.7071067811865475,-0.23030567023061196,-0.973118337233262,2,6.711,sustained_low_irradiance,1,9
2023-07-15 10:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.1281,0.0,26.765064050393192,145.625,150.0,0.25038000405444144,0.9681476403781077,0.9751493543055633,0.22154849761946724,15.0,0.0,0.49999999999999994,-0.8660254037844387,-0.23030567023061196,-0.973118337233262,2,11.564,sustained_low_irradiance,1,10
2023-07-15 11:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.1325,0.0,27.348302180271887,174.665,150.0,0.25038000405444144,0.9681476403781077,0.9751493543055633,0.22154849761946724,15.0,0.0,0.258819045102521,-0.9659258262890682,-0.23030567023061196,-0.973118337233262,2,13.172,sustained_low_irradiance,1,11
2023-07-15 12:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0927,0.0,26.259767338258655,210.06,150.0,0.25038000405444144,0.9681476403781077,0.9751493543055633,0.22154849761946724,15.0,0.0,1.2246467991473532e-16,-1.0,-0.23030567023061196,-0.973118337233262,2,9.535,sustained_low_irradiance,1,12
2023-07-15 13:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.1221,0.0,27.261359780772484,213.818,150.0,0.25038000405444144,0.9681476403781077,0.9751493543055633,0.22154849761946724,15.0,0.0,-0.2588190451025208,-0.9659258262890683,-0.23030567023061196,-0.973118337233262,2,12.141,sustained_low_irradiance,1,13
2023-07-15 14:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.1877,0.0,25.990046539724457,107.906,150.0,0.25038000405444144,0.9681476403781077,0.9751493543055633,0.22154849761946724,15.0,0.0,-0.4999999999999997,-0.8660254037844388,-0.23030567023061196,-0.973118337233262,2,16.976,sustained_low_irradiance,1,14
