timestamp,plant_id,plant_type,cluster_id,CMF,power_curve_fraction,temperature,nwp_spread,capacity_mw,lat_sin,lat_cos,lon_sin,lon_cos,tilt_angle_deg,hub_height_m,hour_sin,hour_cos,doy_sin,doy_cos,season,actual_generation_mw
2023-01-01 00:00:00+05:30,GAD_W1,wind,C2_Gadag,0.0,0.5769419999999998,22.0,1.4165021033656855,100,0.2655561174868088,0.96409540423411,0.9685831611286312,0.2486898871648549,0.0,100.0,0.0,1.0,0.0172133561558346,0.9998518392091162,0,48.142
2023-01-01 00:00:00+05:30,GAD_W2,wind,C2_Gadag,0.0,0.023848,18.68,1.001271096617406,80,0.2660608802351022,0.9639562272263832,0.968713242071821,0.2481827041409241,0.0,90.0,0.0,1.0,0.0172133561558346,0.9998518392091162,0,0.442
2023-01-01 00:00:00+05:30,MIX_S1,solar,C1_Pavagada,0.0,0.0,25.49,0.0,90,0.2500420415278821,0.9682349805024444,0.9750719598829122,0.2218888754536749,18.0,0.0,0.0,1.0,0.0172133561558346,0.9998518392091162,0,0.0
2023-01-01 00:00:00+05:30,MIX_W1,wind,C2_Gadag,0.0,0.01722,22.94,1.577007280571114,60,0.2652195685328947,0.9641880420681566,0.9684962929739852,0.249027971311756,0.0,85.0,0.0,1.0,0.0172133561558346,0.9998518392091162,0,0.195
2023-01-01 00:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,0.0,22.99,0.0,150,0.2503800040544414,0.9681476403781076,0.9751493543055632,0.2215484976194672,15.0,0.0,0.0,1.0,0.0172133561558346,0.9998518392091162,0,0.0
2023-01-01 00:00:00+05:30,PVG_S2,solar,C1_Pavagada,0.0,0.0,21.6,0.0,120,0.2507179360729566,0.968060182287918,0.9753423205085128,0.220697435021501,12.0,0.0,0.0,1.0,0.0172133561558346,0.9998518392091162,0,0.0
2023-01-01 01:00:00+05:30,GAD_W1,wind,C2_Gadag,0.0,0.643226,24.71,1.825317224270654,100,0.2655561174868088,0.96409540423411,0.9685831611286312,0.2486898871648549,0.0,100.0,0.2588190451025207,0.9659258262890684,0.0172133561558346,0.9998518392091162,0,58.615
2023-01-01 01:00:00+05:30,GAD_W2,wind,C2_Gadag,0.0,0.079008,22.68,1.183109335138985,80,0.2660608802351022,0.9639562272263832,0.968713242071821,0.2481827041409241,0.0,90.0,0.2588190451025207,0.9659258262890684,0.0172133561558346,0.9998518392091162,0,2.239
2023-01-01 01:00:00+05:30,MIX_S1,solar,C1_Pavagada,0.0,0.0,15.55,0.0,90,0.2500420415278821,0.9682349805024444,0.9750719598829122,0.2218888754536749,18.0,0.0,0.2588190451025207,0.9659258262890684,0.0172133561558346,0.9998518392091162,0,0.0
2023-01-01 01:00:00+05:30,MIX_W1,wind,C2_Gadag,0.0,0.1192409999999999,18.27,1.5388504714191311,60,0.2652195685328947,0.9641880420681566,0.9684962929739852,0.249027971311756,0.0,85.0,0.2588190451025207,0.9659258262890684,0.0172133561558346,0.9998518392091162,0,2.304
2023-01-01 01:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,0.0,21.72,0.0,150,0.2503800040544414,0.9681476403781076,0.9751493543055632,0.2215484976194672,15.0,0.0,0.2588190451025207,0.9659258262890684,0.0172133561558346,0.9998518392091162,0,0.0
2023-01-01 01:00:00+05:30,PVG_S2,solar,C1_Pavagada,0.0,0.0,24.6,0.0,120,0.2507179360729566,0.968060182287918,0.9753423205085128,0.220697435021501,12.0,0.0,0.2588190451025207,0.9659258262890684,0.0172133561558346,0.9998518392091162,0,0.0
2023-01-01 02:00:00+05:30,GAD_W1,wind,C2_Gadag,0.0,0.0964239999999999,21.41,1.4659383285058185,100,0.2655561174868088,0.96409540423411,0.9685831611286312,0.2486898871648549,0.0,100.0,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0,1.922
2023-01-01 02:00:00+05:30,GAD_W2,wind,C2_Gadag,0.0,0.705422,22.76,2.5488700534903628,80,0.2660608802351022,0.9639562272263832,0.968713242071821,0.2481827041409241,0.0,90.0,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0,54.084
2023-01-01 02:00:00+05:30,MIX_S1,solar,C1_Pavagada,0.0,0.0,20.06,0.0,90,0.2500420415278821,0.9682349805024444,0.9750719598829122,0.2218888754536749,18.0,0.0,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0,0.0
2023-01-01 02:00:00+05:30,MIX_W1,wind,C2_Gadag,0.0,0.103088,22.04,1.2718627670770322,60,0.2652195685328947,0.9641880420681566,0.9684962929739852,0.249027971311756,0.0,85.0,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0,2.586
2023-01-01 02:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,0.0,23.3,0.0,150,0.2503800040544414,0.9681476403781076,0.9751493543055632,0.2215484976194672,15.0,0.0,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0,0.0
2023-01-01 02:00:00+05:30,PVG_S2,solar,C1_Pavagada,0.0,0.0,23.74,0.0,120,0.2507179360729566,0.968060182287918,0.9753423205085128,0.220697435021501,12.0,0.0,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0,0.0
2023-01-01 03:00:00+05:30,GAD_W1,wind,C2_Gadag,0.0,0.667608,21.36,2.63988036330713,100,0.2655561174868088,0.96409540423411,0.9685831611286312,0.2486898871648549,0.0,100.0,0.7071067811865476,0.7071067811865476,0.0172133561558346,0.9998518392091162,0,60.41
